id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-34-005,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Reducing duplicate dependencies with overlapping functionality, while the dependency maintainer has stopped responding.",False
OSS-34-006,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Updating a lockfile generated by a different tool version, while the security advisory contains limited public detail.",False
OSS-34-007,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Responding to a vulnerability alert without an upstream fix, while the update changes licenses or platform support.",False
OSS-34-008,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Pinning a third-party action to a safer immutable reference, while the dependency maintainer has stopped responding.",False
OSS-34-009,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Verifying provenance for a downloaded release artifact, while the security advisory contains limited public detail.",False
OSS-34-010,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Contributing an SBOM or dependency inventory to a project, while the update changes licenses or platform support.",False
OSS-34-011,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Updating a dependency that introduces breaking API changes, while automated tests do not cover the affected integration.",False
OSS-34-012,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Reviewing an automated dependency pull request, while multiple packages require incompatible versions.",False
OSS-34-013,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Replacing an abandoned transitive dependency, while downstream users depend on undocumented behavior.",False
OSS-34-014,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Checking whether a new dependency is actively maintained, while automated tests do not cover the affected integration.",False
OSS-34-015,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Reducing duplicate dependencies with overlapping functionality, while multiple packages require incompatible versions.",False
OSS-34-016,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Updating a lockfile generated by a different tool version, while downstream users depend on undocumented behavior.",False
OSS-34-017,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Responding to a vulnerability alert without an upstream fix, while automated tests do not cover the affected integration.",False
OSS-34-018,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Pinning a third-party action to a safer immutable reference, while multiple packages require incompatible versions.",False
OSS-34-019,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Verifying provenance for a downloaded release artifact, while downstream users depend on undocumented behavior.",False
OSS-34-020,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Contributing an SBOM or dependency inventory to a project, while automated tests do not cover the affected integration.",False
OSS-34-021,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,intermediate,A dependency updater | A maintainer | A release engineer | A security contributor,"Updating a dependency that introduces breaking API changes, while the dependency maintainer has stopped responding.",False
OSS-34-022,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,intermediate,A dependency updater | A maintainer | A release engineer | A security contributor,"Reviewing an automated dependency pull request, while the security advisory contains limited public detail.",False
OSS-34-023,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,intermediate,A dependency updater | A maintainer | A release engineer | A security contributor,"Replacing an abandoned transitive dependency, while the update changes licenses or platform support.",False
